Num_Acc,col,grav
201600002205,Autre collision,Blessé léger
201600002205,Autre collision,Indemne
201600002206,Trois véhicules et plus - collisions multiples,Indemne
201600002206,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600002206,Trois véhicules et plus - collisions multiples,Blessé léger
201600002206,Trois véhicules et plus - collisions multiples,Blessé léger
201600002207,Deux véhicules - par le côté,Indemne
201600002207,Deux véhicules - par le côté,Blessé hospitalisé
201600002208,Autre collision,Indemne
201600002208,Autre collision,Tué
201600002209,Autre collision,Tué
201600002210,Deux véhicules - frontale,Indemne
201600002210,Deux véhicules - frontale,Blessé hospitalisé
201600002211,Autre collision,Blessé léger
201600002211,Autre collision,Blessé léger
201600002212,Autre collision,Indemne
201600002212,Autre collision,Blessé léger
201600002213,Autre collision,Indemne
201600002213,Autre collision,Tué
201600002214,Deux véhicules - frontale,Blessé hospitalisé
201600002214,Deux véhicules - frontale,Indemne
201600002214,Deux véhicules - frontale,Blessé hospitalisé
201600002215,Autre collision,Blessé léger
201600002216,Sans collision,Blessé hospitalisé
201600002217,Autre collision,Indemne
201600002217,Autre collision,Blessé hospitalisé
201600002218,Autre collision,Blessé hospitalisé
201600002218,Autre collision,Blessé léger
201600002219,Deux véhicules - par le côté,Indemne
201600002219,Deux véhicules - par le côté,Blessé hospitalisé
201600002219,Deux véhicules - par le côté,Blessé hospitalisé
201600002220,Deux véhicules - par le côté,Indemne
201600002220,Deux véhicules - par le côté,Blessé hospitalisé
201600002221,Deux véhicules - frontale,Blessé hospitalisé
201600002221,Deux véhicules - frontale,Blessé léger
201600002221,Deux véhicules - frontale,Blessé léger
201600002221,Deux véhicules - frontale,Blessé léger
201600002222,Autre collision,Blessé hospitalisé
201600002222,Autre collision,Blessé hospitalisé
201600002222,Autre collision,Blessé léger
201600002223,Deux véhicules - par le côté,Blessé hospitalisé
201600002223,Deux véhicules - par le côté,Indemne
201600002224,Deux véhicules - par le côté,Blessé hospitalisé
201600002224,Deux véhicules - par le côté,Blessé léger
201600002224,Deux véhicules - par le côté,Blessé léger
201600002225,Autre collision,Blessé hospitalisé
201600002226,Autre collision,Tué
201600002227,Autre collision,Indemne
201600002227,Autre collision,Blessé hospitalisé
201600002227,Autre collision,Blessé hospitalisé
201600002228,Sans collision,Blessé hospitalisé
201600002229,Deux véhicules - frontale,Tué
201600002229,Deux véhicules - frontale,Blessé hospitalisé
201600002229,Deux véhicules - frontale,Blessé léger
201600002230,Autre collision,Blessé hospitalisé
201600002231,Sans collision,Blessé hospitalisé
201600002232,Sans collision,Blessé hospitalisé
201600002233,Autre collision,Indemne
201600002233,Autre collision,Blessé hospitalisé
201600002234,Trois véhicules et plus - collisions multiples,Indemne
201600002234,Trois véhicules et plus - collisions multiples,Indemne
201600002234,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600002234,Trois véhicules et plus - collisions multiples,Indemne
201600002234,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600002235,Sans collision,Blessé léger
201600002236,Deux véhicules - frontale,Indemne
201600002236,Deux véhicules - frontale,Blessé hospitalisé
201600002237,Deux véhicules - frontale,Indemne
201600002237,Deux véhicules - frontale,Blessé hospitalisé
201600002237,Deux véhicules - frontale,Blessé hospitalisé
201600002237,Deux véhicules - frontale,Blessé hospitalisé
201600002237,Deux véhicules - frontale,Blessé hospitalisé
201600002237,Deux véhicules - frontale,Blessé hospitalisé
201600002237,Deux véhicules - frontale,Blessé hospitalisé
201600002238,Deux véhicules - par le côté,Blessé hospitalisé
201600002238,Deux véhicules - par le côté,Indemne
201600002239,Deux véhicules - frontale,Blessé hospitalisé
201600002239,Deux véhicules - frontale,Blessé hospitalisé
201600002240,Autre collision,Blessé hospitalisé
201600002241,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600002241,Trois véhicules et plus - collisions multiples,Blessé léger
201600002241,Trois véhicules et plus - collisions multiples,Blessé léger
201600002241,Trois véhicules et plus - collisions multiples,Blessé léger
201600002241,Trois véhicules et plus - collisions multiples,Blessé léger
201600002241,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600002242,Deux véhicules - frontale,Blessé hospitalisé
201600002242,Deux véhicules - frontale,Blessé hospitalisé
201600002243,Deux véhicules - frontale,Tué
201600002243,Deux véhicules - frontale,Blessé hospitalisé
201600002243,Deux véhicules - frontale,Blessé hospitalisé
201600002244,Sans collision,Blessé hospitalisé
201600002245,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600002245,Trois véhicules et plus - collisions multiples,Indemne
201600002245,Trois véhicules et plus - collisions multiples,Indemne
201600002245,Trois véhicules et plus - collisions multiples,Indemne
201600002245,Trois véhicules et plus - collisions multiples,Blessé léger
201600002245,Trois véhicules et plus - collisions multiples,Blessé léger
201600002246,Deux véhicules - par le côté,Blessé hospitalisé
201600002246,Deux véhicules - par le côté,Indemne
201600002247,Deux véhicules - frontale,Blessé hospitalisé
201600002247,Deux véhicules - frontale,Blessé hospitalisé
201600002247,Deux véhicules - frontale,Blessé hospitalisé
201600002247,Deux véhicules - frontale,Blessé hospitalisé
201600002248,Trois véhicules et plus - en chaîne,Blessé léger
201600002248,Trois véhicules et plus - en chaîne,Indemne
201600002248,Trois véhicules et plus - en chaîne,Blessé hospitalisé
201600002249,Trois véhicules et plus - collisions multiples,Blessé léger
201600002249,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600002249,Trois véhicules et plus - collisions multiples,Blessé léger
201600002249,Trois véhicules et plus - collisions multiples,Blessé léger
201600002249,Trois véhicules et plus - collisions multiples,Indemne
201600002249,Trois véhicules et plus - collisions multiples,Indemne
201600002250,Deux véhicules - par le côté,Indemne
201600002250,Deux véhicules - par le côté,Blessé hospitalisé
201600002251,Deux véhicules - frontale,Tué
201600002251,Deux véhicules - frontale,Indemne
201600002251,Deux véhicules - frontale,Indemne
201600002252,Autre collision,Indemne
201600002252,Autre collision,Blessé hospitalisé
201600002253,Trois véhicules et plus - collisions multiples,Indemne
201600002253,Trois véhicules et plus - collisions multiples,Indemne
201600002253,Trois véhicules et plus - collisions multiples,Indemne
201600002253,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600002253,Trois véhicules et plus - collisions multiples,Indemne
201600002253,Trois véhicules et plus - collisions multiples,Indemne
201600002253,Trois véhicules et plus - collisions multiples,Indemne
201600002254,Trois véhicules et plus - collisions multiples,Indemne
201600002254,Trois véhicules et plus - collisions multiples,Indemne
201600002254,Trois véhicules et plus - collisions multiples,Indemne
201600002254,Trois véhicules et plus - collisions multiples,Indemne
201600002254,Trois véhicules et plus - collisions multiples,Blessé léger
201600002255,Deux véhicules - par le côté,Indemne
201600002255,Deux véhicules - par le côté,Blessé léger
201600002256,Deux véhicules - par le côté,Indemne
201600002256,Deux véhicules - par le côté,Blessé léger
201600002257,Deux véhicules - par le côté,Indemne
201600002257,Deux véhicules - par le côté,Blessé léger
201600002258,Deux véhicules - par le côté,Blessé hospitalisé
201600002258,Deux véhicules - par le côté,Indemne
201600002259,Autre collision,Blessé hospitalisé
201600002259,Autre collision,Blessé hospitalisé
201600002260,Autre collision,Indemne
201600002260,Autre collision,Indemne
201600002260,Autre collision,Blessé hospitalisé
201600002261,Autre collision,Tué
201600002262,Deux véhicules - par le côté,Blessé léger
201600002262,Deux véhicules - par le côté,Blessé léger
201600002263,Deux véhicules - par le côté,Indemne
201600002263,Deux véhicules - par le côté,Blessé hospitalisé
201600002264,Deux véhicules - par l'arrière,Indemne
201600002264,Deux véhicules - par l'arrière,Blessé hospitalisé
201600002265,Autre collision,Tué
201600002265,Autre collision,Blessé hospitalisé
201600002265,Autre collision,Blessé hospitalisé
201600002265,Autre collision,Blessé hospitalisé
201600002266,Deux véhicules - frontale,Blessé hospitalisé
201600002266,Deux véhicules - frontale,Indemne
201600002267,Autre collision,Blessé hospitalisé
201600002268,Sans collision,Blessé hospitalisé
201600002269,Autre collision,Indemne
201600002269,Autre collision,Blessé hospitalisé
201600002270,Deux véhicules - par le côté,Blessé hospitalisé
201600002270,Deux véhicules - par le côté,Indemne
201600002271,Deux véhicules - frontale,Blessé léger
201600002271,Deux véhicules - frontale,Blessé hospitalisé
201600002272,Autre collision,Blessé hospitalisé
201600002273,Deux véhicules - frontale,Indemne
201600002273,Deux véhicules - frontale,Blessé léger
201600002274,Trois véhicules et plus - collisions multiples,Indemne
201600002274,Trois véhicules et plus - collisions multiples,Indemne
201600002274,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600002275,Deux véhicules - par le côté,Blessé léger
201600002275,Deux véhicules - par le côté,Blessé léger
201600002275,Deux véhicules - par le côté,Tué
201600002276,Deux véhicules - frontale,Blessé hospitalisé
201600002276,Deux véhicules - frontale,Blessé hospitalisé
201600002277,Sans collision,Blessé léger
201600002277,Sans collision,Blessé léger
201600002278,Autre collision,Tué
201600002279,Deux véhicules - frontale,Blessé hospitalisé
201600002279,Deux véhicules - frontale,Blessé hospitalisé
201600002279,Deux véhicules - frontale,Blessé hospitalisé
201600002280,Deux véhicules - par l'arrière,Blessé hospitalisé
201600002280,Deux véhicules - par l'arrière,Indemne
201600002281,Autre collision,Tué
201600002281,Autre collision,Blessé hospitalisé
201600002282,Deux véhicules - par le côté,Blessé hospitalisé
201600002282,Deux véhicules - par le côté,Indemne
201600002283,Deux véhicules - frontale,Blessé léger
201600002283,Deux véhicules - frontale,Blessé hospitalisé
201600002284,Autre collision,Blessé hospitalisé
201600002285,Sans collision,Blessé hospitalisé
201600002286,Deux véhicules - par l'arrière,Indemne
201600002286,Deux véhicules - par l'arrière,Blessé léger
201600002287,Deux véhicules - frontale,Indemne
201600002287,Deux véhicules - frontale,Blessé hospitalisé
201600002288,Deux véhicules - par le côté,Blessé hospitalisé
201600002288,Deux véhicules - par le côté,Indemne
201600002289,Sans collision,Tué
201600002290,Autre collision,Tué
201600002291,Sans collision,Indemne
201600002291,Sans collision,Tué
201600002292,Deux véhicules - par l'arrière,Blessé hospitalisé
201600002292,Deux véhicules - par l'arrière,Indemne
201600002293,Deux véhicules - frontale,Blessé hospitalisé
201600002293,Deux véhicules - frontale,Blessé hospitalisé
201600002294,Autre collision,Tué
201600002294,Autre collision,Blessé léger
201600002295,Deux véhicules - par l'arrière,Blessé hospitalisé
201600002295,Deux véhicules - par l'arrière,Blessé hospitalisé
201600002295,Deux véhicules - par l'arrière,Blessé hospitalisé
201600002296,Deux véhicules - par le côté,Blessé léger
201600002296,Deux véhicules - par le côté,Indemne
201600002297,Deux véhicules - par le côté,Indemne
201600002297,Deux véhicules - par le côté,Blessé hospitalisé
201600002298,Deux véhicules - frontale,Blessé léger
201600002298,Deux véhicules - frontale,Blessé hospitalisé
201600002299,Deux véhicules - par l'arrière,Blessé léger
201600002299,Deux véhicules - par l'arrière,Blessé hospitalisé
201600002300,Autre collision,Indemne
201600002300,Autre collision,Blessé hospitalisé
201600002301,Autre collision,Indemne
201600002301,Autre collision,Blessé hospitalisé
201600002302,Deux véhicules - frontale,Blessé léger
201600002302,Deux véhicules - frontale,Blessé hospitalisé
201600002303,Deux véhicules - frontale,Indemne
201600002303,Deux véhicules - frontale,Blessé hospitalisé
201600002304,Deux véhicules - par le côté,Blessé hospitalisé
201600002304,Deux véhicules - par le côté,Indemne
201600002305,Deux véhicules - par le côté,Blessé hospitalisé
201600002305,Deux véhicules - par le côté,Blessé léger
201600002306,Autre collision,Blessé hospitalisé
