Num_Acc,catu,grav,sexe
201600002488,Conducteur,Blessé léger,Masculin
201600002489,Conducteur,Indemne,Masculin
201600002489,Piéton,Blessé hospitalisé,Féminin
201600002490,Conducteur,Blessé léger,Masculin
201600002490,Conducteur,Blessé hospitalisé,Masculin
201600002491,Conducteur,Blessé léger,Masculin
201600002491,Conducteur,Blessé hospitalisé,Féminin
201600002492,Conducteur,Indemne,Féminin
201600002492,Conducteur,Blessé hospitalisé,Féminin
201600002493,Conducteur,Blessé hospitalisé,Féminin
201600002494,Conducteur,Tué,Masculin
201600002495,Conducteur,Tué,Masculin
201600002496,Conducteur,Blessé léger,Féminin
201600002496,Passager,Blessé hospitalisé,Féminin
201600002496,Conducteur,Blessé léger,Masculin
201600002497,Conducteur,Blessé hospitalisé,Masculin
201600002497,Conducteur,Indemne,Masculin
201600002497,Passager,Indemne,Féminin
201600002498,Conducteur,Blessé hospitalisé,Masculin
201600002499,Conducteur,Indemne,Masculin
201600002499,Passager,Indemne,Féminin
201600002499,Piéton,Blessé hospitalisé,Masculin
201600002500,Conducteur,Blessé hospitalisé,Masculin
201600002501,Conducteur,Indemne,Masculin
201600002501,Conducteur,Blessé hospitalisé,Masculin
201600002502,Conducteur,Indemne,Féminin
201600002502,Conducteur,Blessé léger,Masculin
201600002502,Conducteur,Blessé hospitalisé,Masculin
201600002502,Conducteur,Indemne,Masculin
201600002503,Conducteur,Indemne,Masculin
201600002503,Conducteur,Blessé hospitalisé,Masculin
201600002504,Conducteur,Tué,Masculin
201600002505,Conducteur,Blessé hospitalisé,Féminin
201600002505,Conducteur,Indemne,Masculin
201600002506,Conducteur,Indemne,Féminin
201600002506,Conducteur,Blessé hospitalisé,Masculin
201600002507,Conducteur,Tué,Masculin
201600002507,Conducteur,Indemne,Masculin
201600002508,Conducteur,Indemne,Féminin
201600002508,Piéton,Blessé hospitalisé,Masculin
201600002509,Conducteur,Blessé hospitalisé,Masculin
201600002510,Conducteur,Indemne,Masculin
201600002510,Piéton,Blessé hospitalisé,Masculin
201600002511,Conducteur,Indemne,Masculin
201600002511,Piéton,Blessé hospitalisé,Féminin
201600002512,Conducteur,Tué,Féminin
201600002513,Conducteur,Blessé hospitalisé,Masculin
201600002514,Conducteur,Blessé hospitalisé,Féminin
201600002515,Passager,Indemne,Masculin
201600002515,Conducteur,Blessé hospitalisé,Masculin
201600002516,Conducteur,Indemne,Masculin
201600002516,Passager,Blessé léger,Masculin
201600002516,Conducteur,Blessé léger,Féminin
201600002516,Passager,Blessé hospitalisé,Féminin
201600002516,Conducteur,Blessé léger,Masculin
201600002516,Passager,Blessé léger,Féminin
201600002516,Passager,Blessé léger,Masculin
201600002517,Conducteur,Tué,Féminin
201600002517,Conducteur,Indemne,Féminin
201600002518,Conducteur,Blessé hospitalisé,Féminin
201600002518,Conducteur,Indemne,Féminin
201600002519,Conducteur,Indemne,Masculin
201600002519,Conducteur,Tué,Masculin
201600002520,Conducteur,Indemne,Masculin
201600002520,Conducteur,Blessé léger,Féminin
201600002521,Conducteur,Blessé hospitalisé,Masculin
201600002522,Conducteur,Indemne,Masculin
201600002522,Piéton,Blessé hospitalisé,Masculin
201600002523,Conducteur,Indemne,Masculin
201600002523,Passager,Blessé hospitalisé,Féminin
201600002524,Passager,Blessé hospitalisé,Féminin
201600002524,Passager,Blessé hospitalisé,Féminin
201600002524,Conducteur,Blessé léger,Masculin
201600002525,Conducteur,Indemne,Féminin
201600002525,Conducteur,Blessé hospitalisé,Masculin
201600002526,Conducteur,Tué,Masculin
201600002526,Conducteur,Blessé léger,Masculin
201600002526,Passager,Indemne,Féminin
201600002526,Conducteur,Blessé léger,Masculin
201600002527,Conducteur,Blessé hospitalisé,Masculin
201600002527,Conducteur,Blessé léger,Féminin
201600002528,Conducteur,Blessé hospitalisé,Masculin
201600002528,Conducteur,Indemne,Masculin
201600002529,Conducteur,Blessé hospitalisé,Féminin
201600002529,Conducteur,Tué,Masculin
201600002530,Conducteur,Blessé léger,Féminin
201600002530,Passager,Blessé léger,Féminin
201600002530,Passager,Blessé léger,Féminin
201600002530,Conducteur,Blessé léger,Féminin
201600002530,Passager,Blessé léger,Masculin
201600002531,Conducteur,Blessé hospitalisé,Masculin
201600002532,Conducteur,Indemne,Masculin
201600002532,Conducteur,Blessé hospitalisé,Masculin
201600002533,Conducteur,Indemne,Masculin
201600002533,Piéton,Blessé hospitalisé,Féminin
201600002534,Passager,Tué,Féminin
201600002534,Conducteur,Blessé hospitalisé,Masculin
201600002534,Passager,Blessé hospitalisé,Masculin
201600002534,Passager,Blessé hospitalisé,Féminin
201600002535,Conducteur,Blessé hospitalisé,Masculin
201600002535,Conducteur,Indemne,Masculin
201600002535,Passager,Indemne,Féminin
201600002536,Conducteur,Indemne,Masculin
201600002536,Conducteur,Blessé hospitalisé,Masculin
201600002537,Conducteur,Tué,Masculin
201600002538,Conducteur,Blessé hospitalisé,Masculin
201600002538,Passager,Blessé hospitalisé,Masculin
201600002538,Conducteur,Indemne,Féminin
201600002539,Conducteur,Indemne,Masculin
201600002539,Passager,Blessé léger,Féminin
201600002539,Conducteur,Tué,Masculin
201600002540,Conducteur,Indemne,Masculin
201600002540,Passager,Blessé léger,Féminin
201600002540,Conducteur,Blessé léger,Féminin
201600002541,Conducteur,Indemne,Masculin
201600002541,Conducteur,Blessé hospitalisé,Masculin
201600002542,Conducteur,Blessé hospitalisé,Masculin
201600002542,Conducteur,Indemne,Masculin
201600002543,Conducteur,Indemne,Féminin
201600002543,Conducteur,Blessé hospitalisé,Masculin
201600002544,Conducteur,Indemne,Masculin
201600002544,Conducteur,Blessé léger,Féminin
201600002545,Conducteur,Indemne,Masculin
201600002545,Passager,Indemne,Masculin
201600002545,Passager,Blessé hospitalisé,Masculin
201600002546,Conducteur,Tué,Masculin
201600002546,Conducteur,Tué,Masculin
201600002547,Conducteur,Blessé hospitalisé,Masculin
201600002547,Conducteur,Blessé hospitalisé,Masculin
201600002548,Conducteur,Blessé hospitalisé,Masculin
201600002548,Passager,Tué,Féminin
201600002548,Conducteur,Blessé hospitalisé,Masculin
201600002548,Passager,Blessé hospitalisé,Masculin
201600002548,Passager,Blessé hospitalisé,Masculin
201600002549,Conducteur,Blessé léger,Masculin
201600002549,Conducteur,Blessé hospitalisé,Masculin
201600002550,Conducteur,Indemne,Masculin
201600002550,Passager,Blessé hospitalisé,Masculin
201600002550,Conducteur,Blessé léger,Masculin
201600002551,Conducteur,Indemne,Féminin
201600002551,Conducteur,Blessé hospitalisé,Féminin
201600002552,Conducteur,Indemne,Masculin
201600002552,Conducteur,Blessé hospitalisé,Masculin
201600002553,Conducteur,Indemne,Féminin
201600002553,Conducteur,Blessé hospitalisé,Masculin
201600002554,Conducteur,Tué,Féminin
201600002555,Conducteur,Blessé hospitalisé,Féminin
201600002555,Passager,Blessé hospitalisé,Féminin
201600002555,Conducteur,Blessé léger,Masculin
201600002556,Conducteur,Tué,Masculin
201600002557,Conducteur,Blessé léger,Masculin
201600002557,Conducteur,Indemne,Masculin
201600002558,Conducteur,Blessé hospitalisé,Masculin
201600002558,Conducteur,Indemne,Féminin
201600002559,Conducteur,Blessé hospitalisé,Masculin
201600002559,Conducteur,Indemne,Masculin
201600002560,Conducteur,Blessé hospitalisé,Masculin
201600002560,Conducteur,Indemne,Masculin
201600002561,Conducteur,Blessé léger,Féminin
201600002561,Conducteur,Indemne,Masculin
201600002562,Conducteur,Blessé hospitalisé,Masculin
201600002562,Conducteur,Blessé hospitalisé,Masculin
201600002563,Conducteur,Tué,Masculin
201600002564,Conducteur,Indemne,Masculin
201600002564,Passager,Tué,Féminin
201600002564,Conducteur,Blessé léger,Masculin
201600002565,Conducteur,Blessé hospitalisé,Masculin
201600002565,Passager,Blessé hospitalisé,Masculin
201600002566,Conducteur,Indemne,Féminin
201600002566,Passager,Indemne,Masculin
201600002566,Passager,Indemne,Masculin
201600002566,Conducteur,Blessé hospitalisé,Masculin
201600002567,Conducteur,Indemne,Féminin
201600002567,Conducteur,Blessé hospitalisé,Masculin
201600002568,Conducteur,Tué,Masculin
201600002569,Conducteur,Blessé hospitalisé,Féminin
201600002569,Conducteur,Blessé hospitalisé,Masculin
201600002570,Conducteur,Blessé hospitalisé,Masculin
201600002571,Conducteur,Indemne,Masculin
201600002571,Conducteur,Blessé hospitalisé,Masculin
201600002571,Passager,Blessé hospitalisé,Féminin
201600002572,Conducteur,Tué,Masculin
201600002573,Conducteur,Indemne,Masculin
201600002573,Conducteur,Blessé hospitalisé,Masculin
201600002574,Passager,Blessé hospitalisé,Féminin
201600002574,Conducteur,Blessé léger,Masculin
201600002575,Conducteur,Blessé hospitalisé,Masculin
201600002575,Conducteur,Indemne,Masculin
201600002576,Conducteur,Blessé hospitalisé,Masculin
201600002576,Conducteur,Indemne,Masculin
201600002576,Conducteur,Indemne,Masculin
201600002577,Conducteur,Indemne,Masculin
201600002577,Passager,Blessé hospitalisé,Masculin
201600002578,Conducteur,Blessé hospitalisé,Masculin
201600002579,Conducteur,Indemne,Féminin
201600002579,Piéton,Blessé hospitalisé,Masculin
201600002580,Conducteur,Blessé hospitalisé,Masculin
201600002581,Conducteur,Indemne,Masculin
201600002581,Piéton,Tué,Féminin
201600002582,Conducteur,Indemne,Masculin
201600002582,Conducteur,Indemne,Masculin
201600002582,Piéton,Tué,Féminin
201600002582,Passager,Blessé léger,Féminin
201600002583,Conducteur,Blessé léger,Masculin
201600002583,Conducteur,Blessé hospitalisé,Féminin
201600002583,Passager,Blessé hospitalisé,Féminin
201600002584,Passager,Indemne,Masculin
201600002584,Passager,Blessé hospitalisé,Masculin
201600002584,Conducteur,Blessé léger,Masculin
201600002584,Passager,Blessé léger,Masculin
201600002584,Passager,Blessé léger,Féminin
201600002585,Conducteur,Blessé léger,Masculin
201600002585,Passager,Blessé hospitalisé,Masculin
201600002585,Conducteur,Blessé léger,Masculin
201600002585,Passager,Blessé léger,Féminin
201600002585,Conducteur,Blessé léger,Masculin
201600002586,Conducteur,Tué,Masculin
201600002587,Conducteur,Blessé hospitalisé,Masculin
201600002587,Conducteur,Blessé hospitalisé,Féminin
201600002588,Conducteur,Blessé hospitalisé,Masculin
201600002588,Conducteur,Indemne,Féminin
201600002589,Conducteur,Indemne,Masculin
201600002589,Conducteur,Blessé hospitalisé,Féminin
201600002590,Conducteur,Blessé léger,Masculin
201600002590,Conducteur,Indemne,Masculin
201600002590,Conducteur,Indemne,Masculin
201600002590,Passager,Indemne,Masculin
201600002590,Passager,Indemne,Féminin
201600002590,Passager,Blessé léger,Masculin
201600002591,Conducteur,Blessé léger,Masculin
201600002591,Conducteur,Blessé hospitalisé,Masculin
201600002591,Passager,Blessé léger,Féminin
201600002591,Passager,Blessé léger,Masculin
201600002592,Conducteur,Indemne,Féminin
201600002592,Conducteur,Blessé hospitalisé,Masculin
201600002593,Conducteur,Indemne,Masculin
201600002593,Piéton,Blessé hospitalisé,Féminin
201600002594,Conducteur,Blessé hospitalisé,Féminin
201600002594,Conducteur,Blessé léger,Masculin
201600002595,Conducteur,Indemne,Féminin
201600002595,Piéton,Tué,Féminin
201600002596,Conducteur,Indemne,Féminin
201600002596,Conducteur,Blessé hospitalisé,Féminin
201600002596,Conducteur,Indemne,Masculin
201600002597,Conducteur,Indemne,Masculin
201600002597,Conducteur,Blessé hospitalisé,Masculin
201600002598,Passager,Blessé hospitalisé,Masculin
201600002598,Conducteur,Blessé léger,Masculin
201600002599,Conducteur,Blessé léger,Masculin
201600002599,Conducteur,Blessé hospitalisé,Masculin
201600002600,Conducteur,Indemne,Féminin
201600002600,Piéton,Blessé hospitalisé,Féminin
201600002601,Conducteur,Blessé hospitalisé,Masculin
201600002601,Conducteur,Indemne,Masculin
201600002602,Conducteur,Indemne,Masculin
201600002602,Passager,Blessé hospitalisé,Masculin
201600002602,Conducteur,Indemne,Masculin
201600002603,Passager,Indemne,Féminin
201600002603,Passager,Indemne,Féminin
201600002603,Conducteur,Blessé hospitalisé,Masculin
201600002604,Conducteur,Blessé hospitalisé,Masculin
201600002604,Conducteur,Indemne,Féminin
201600002605,Conducteur,Indemne,Masculin
201600002605,Conducteur,Blessé hospitalisé,Masculin
201600002605,Conducteur,Indemne,Masculin
201600002605,Passager,Indemne,Féminin
201600002606,Conducteur,Indemne,Masculin
201600002606,Piéton,Blessé hospitalisé,Féminin
201600002607,Conducteur,Blessé léger,Masculin
201600002607,Conducteur,Blessé léger,Masculin
201600002608,Conducteur,Blessé hospitalisé,Masculin
201600002608,Conducteur,Indemne,Masculin
201600002609,Conducteur,Blessé hospitalisé,Masculin
201600002610,Conducteur,Blessé hospitalisé,Masculin
201600002611,Conducteur,Indemne,Féminin
201600002611,Passager,Blessé hospitalisé,Masculin
201600002611,Conducteur,Indemne,Féminin
201600002612,Conducteur,Blessé léger,Masculin
201600002612,Conducteur,Indemne,Masculin
201600002613,Conducteur,Blessé léger,Masculin
201600002613,Conducteur,Indemne,Masculin
201600002614,Conducteur,Indemne,Féminin
201600002614,Conducteur,Blessé hospitalisé,Masculin
201600002615,Conducteur,Blessé léger,Masculin
201600002615,Passager,Indemne,Masculin
201600002615,Conducteur,Blessé léger,Masculin
201600002616,Conducteur,Indemne,Masculin
201600002616,Piéton,Blessé hospitalisé,Masculin
201600002617,Conducteur,Blessé hospitalisé,Masculin
201600002617,Conducteur,Blessé léger,Féminin
201600002618,Conducteur,Indemne,Masculin
201600002618,Piéton,Blessé hospitalisé,Masculin
201600002619,Conducteur,Indemne,Masculin
201600002619,Conducteur,Blessé hospitalisé,Féminin
201600002620,Conducteur,Blessé hospitalisé,Masculin
201600002620,Conducteur,Indemne,Masculin
201600002621,Conducteur,Tué,Masculin
201600002622,Conducteur,Blessé hospitalisé,Féminin
201600002622,Conducteur,Indemne,Masculin
201600002623,Conducteur,Blessé hospitalisé,Masculin
201600002624,Conducteur,Blessé hospitalisé,Masculin
201600002624,Passager,Blessé léger,Masculin
201600002625,Conducteur,Blessé léger,Masculin
201600002625,Conducteur,Blessé hospitalisé,Masculin
201600002626,Conducteur,Blessé hospitalisé,Masculin
201600002627,Conducteur,Blessé hospitalisé,Masculin
201600002628,Conducteur,Blessé hospitalisé,Féminin
201600002628,Conducteur,Blessé léger,Masculin
201600002629,Conducteur,Indemne,Féminin
201600002629,Conducteur,Blessé léger,Féminin
201600002630,Conducteur,Indemne,Masculin
201600002630,Passager,Blessé hospitalisé,Féminin
201600002630,Conducteur,Indemne,Masculin
201600002631,Conducteur,Blessé hospitalisé,Masculin
201600002631,Passager,Blessé léger,Masculin
201600002632,Conducteur,Blessé léger,Masculin
201600002632,Conducteur,Blessé hospitalisé,Masculin
201600002632,Passager,Blessé hospitalisé,Féminin
201600002633,Conducteur,Blessé hospitalisé,Masculin
201600002633,Passager,Blessé hospitalisé,Féminin
201600002633,Conducteur,Indemne,Masculin
201600002634,Conducteur,Blessé léger,Masculin
201600002634,Conducteur,Indemne,Masculin
201600002635,Passager,Indemne,Féminin
201600002635,Conducteur,Blessé hospitalisé,Masculin
201600002636,Conducteur,Indemne,Masculin
201600002636,Conducteur,Blessé hospitalisé,Masculin
201600002637,Conducteur,Blessé hospitalisé,Masculin
201600002638,Conducteur,Tué,Masculin
201600002639,Conducteur,Blessé hospitalisé,Féminin
201600002640,Conducteur,Blessé hospitalisé,Masculin
201600002640,Conducteur,Blessé hospitalisé,Masculin
201600002641,Conducteur,Blessé hospitalisé,Masculin
201600002642,Conducteur,Blessé léger,Masculin
201600002642,Conducteur,Blessé léger,Masculin
201600002643,Conducteur,Blessé hospitalisé,Féminin
201600002643,Conducteur,Blessé léger,Féminin
201600002644,Conducteur,Blessé hospitalisé,Masculin
201600002645,Conducteur,Blessé léger,Masculin
201600002645,Conducteur,Blessé léger,Masculin
201600002645,Passager,Blessé léger,Féminin
201600002645,Conducteur,Indemne,Masculin
201600002646,Conducteur,Blessé hospitalisé,Féminin
201600002646,Conducteur,Blessé hospitalisé,Féminin
201600002647,Conducteur,Blessé hospitalisé,Masculin
201600002647,Passager,Blessé hospitalisé,Féminin
201600002647,Conducteur,Blessé hospitalisé,Féminin
201600002647,Passager,Blessé hospitalisé,Féminin
201600002648,Conducteur,Tué,Masculin
201600002649,Conducteur,Indemne,Masculin
201600002649,Piéton,Blessé hospitalisé,Féminin
201600002650,Conducteur,Indemne,Masculin
201600002650,Conducteur,Blessé hospitalisé,Masculin
201600002651,Conducteur,Blessé léger,Masculin
201600002651,Conducteur,Blessé léger,Féminin
201600002652,Conducteur,Blessé hospitalisé,Masculin
201600002653,Conducteur,Blessé léger,Féminin
201600002653,Passager,Blessé léger,Masculin
201600002653,Passager,Indemne,Masculin
201600002653,Conducteur,Blessé léger,Masculin
201600002654,Conducteur,Blessé hospitalisé,Masculin
